Rank,IsMvp,IsMvp_Int,LgYear,Pos,Pos_Int,Lg,Year,Name,Tm,Vote Pts,1st Place,Share,WAR,G,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,W,L,ERA,WHIP,G.1,GS,SV,IP,H.1,HR.1,BB.1,SO
11,No,0,NL16,Batter,1,NL,2016,Paul Goldschmidt,ARI,18.0,0.0,4%,5.0,158.0,579.0,106.0,172.0,24.0,95.0,32.0,110.0,0.297,0.411,0.489,0.899,,,,,,,,,,,,
12,No,0,NL16,Batter,1,NL,2016,Brandon Crawford,SFG,15.0,0.0,4%,5.5,155.0,553.0,67.0,152.0,12.0,84.0,7.0,57.0,0.275,0.342,0.43,0.772,,,,,,,,,,,,
13,No,0,NL16,Batter,1,NL,2016,Jean Segura,ARI,14.0,0.0,3%,6.4,153.0,637.0,102.0,203.0,20.0,64.0,33.0,39.0,0.319,0.368,0.499,0.867,,,,,,,,,,,,
14,No,0,NL16,Batter,1,NL,2016,Buster Posey,SFG,11.0,0.0,3%,4.9,146.0,539.0,82.0,155.0,14.0,80.0,6.0,64.0,0.288,0.362,0.434,0.796,,,,,,,,,,,,
15,No,0,NL16,Batter,1,NL,2016,DJ LeMahieu,COL,8.0,0.0,2%,5.3,146.0,552.0,104.0,192.0,11.0,66.0,11.0,66.0,0.348,0.416,0.495,0.911,,,,,,,,,,,,
16,No,0,NL16,Pitcher,0,NL,2016,Madison Bumgarner,SFG,7.0,0.0,2%,5.7,35.0,86.0,8.0,16.0,3.0,9.0,0.0,10.0,0.186,0.268,0.36,0.629,15.0,9.0,2.74,1.028,34.0,34.0,0.0,226.2,179.0,26.0,54.0,251.0
17,No,0,NL16,Pitcher,0,NL,2016,Jeurys Familia,NYM,6.0,0.0,1%,1.8,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,3.0,4.0,2.55,1.21,78.0,0.0,51.0,77.2,63.0,1.0,31.0,84.0
18,No,0,NL16,Batter,1,NL,2016,Wilson Ramos,WSN,6.0,0.0,1%,3.0,131.0,482.0,58.0,148.0,22.0,80.0,0.0,35.0,0.307,0.354,0.496,0.85,,,,,,,,,,,,
19,No,0,NL16,Batter,1,NL,2016,Addison Russell,CHC,5.0,0.0,1%,3.7,151.0,525.0,67.0,125.0,21.0,95.0,5.0,55.0,0.238,0.321,0.417,0.738,,,,,,,,,,,,
20,No,0,NL16,Pitcher,0,NL,2016,Noah Syndergaard,NYM,5.0,0.0,1%,5.7,29.0,58.0,6.0,11.0,3.0,6.0,0.0,7.0,0.19,0.277,0.397,0.673,14.0,9.0,2.6,1.149,31.0,30.0,0.0,183.2,168.0,11.0,43.0,218.0
21,No,0,NL16,Batter,1,NL,2016,Christian Yelich,MIA,5.0,0.0,1%,4.9,155.0,578.0,78.0,172.0,21.0,98.0,9.0,72.0,0.298,0.376,0.483,0.859,,,,,,,,,,,,
22,No,0,NL16,Batter,1,NL,2016,Yasmani Grandal,LAD,4.0,0.0,1%,3.0,126.0,390.0,49.0,89.0,27.0,72.0,1.0,64.0,0.228,0.339,0.477,0.816,,,,,,,,,,,,
23,No,0,NL16,Batter,1,NL,2016,Ryan Braun,MIL,2.0,0.0,0%,4.3,135.0,511.0,80.0,156.0,30.0,91.0,16.0,46.0,0.305,0.365,0.538,0.903,,,,,,,,,,,,
24,No,0,NL16,Pitcher,0,NL,2016,Kyle Hendricks,CHC,2.0,0.0,0%,5.2,30.0,58.0,1.0,8.0,0.0,2.0,0.0,1.0,0.138,0.167,0.138,0.305,16.0,8.0,2.13,0.979,31.0,30.0,0.0,190.0,142.0,15.0,44.0,170.0
25,No,0,NL16,Batter,1,NL,2016,Yadier Molina,STL,2.0,0.0,0%,3.0,147.0,534.0,56.0,164.0,8.0,58.0,3.0,39.0,0.307,0.36,0.427,0.787,,,,,,,,,,,,
26,No,0,NL16,Batter,1,NL,2016,Charlie Blackmon,COL,1.0,0.0,0%,4.6,143.0,578.0,111.0,187.0,29.0,82.0,17.0,43.0,0.324,0.381,0.552,0.933,,,,,,,,,,,,
27,No,0,NL16,Pitcher,0,NL,2016,Johnny Cueto,SFG,1.0,0.0,0%,5.3,31.0,70.0,1.0,8.0,0.0,5.0,0.0,2.0,0.114,0.137,0.114,0.251,18.0,5.0,2.79,1.093,32.0,32.0,0.0,219.2,195.0,15.0,45.0,198.0
1,Yes,1,AL17,Batter,1,AL,2017,Jose Altuve,HOU,405.0,27.0,96%,7.7,153.0,590.0,112.0,204.0,24.0,81.0,32.0,58.0,0.346,0.41,0.547,0.957,,,,,,,,,,,,
2,No,0,AL17,Batter,1,AL,2017,Aaron Judge,NYY,279.0,2.0,66%,8.0,155.0,542.0,128.0,154.0,52.0,114.0,9.0,127.0,0.284,0.422,0.627,1.049,,,,,,,,,,,,
3,No,0,AL17,Batter,1,AL,2017,José Ramírez,CLE,237.0,1.0,56%,7.0,152.0,585.0,107.0,186.0,29.0,83.0,17.0,52.0,0.318,0.374,0.583,0.957,,,,,,,,,,,,
4,No,0,AL17,Batter,1,AL,2017,Mike Trout,LAA,197.0,0.0,47%,6.9,114.0,402.0,92.0,123.0,33.0,72.0,22.0,94.0,0.306,0.442,0.629,1.071,,,,,,,,,,,,
5,No,0,AL17,Batter,1,AL,2017,Francisco Lindor,CLE,143.0,0.0,34%,5.7,159.0,651.0,99.0,178.0,33.0,89.0,15.0,60.0,0.273,0.337,0.505,0.842,,,,,,,,,,,,
6,No,0,AL17,Batter,1,AL,2017,Mookie Betts,BOS,110.0,0.0,26%,6.4,153.0,628.0,101.0,166.0,24.0,102.0,26.0,77.0,0.264,0.344,0.459,0.803,,,,,,,,,,,,
7,No,0,AL17,Pitcher,0,AL,2017,Corey Kluber,CLE,101.0,0.0,24%,7.9,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1.0,18.0,4.0,2.25,0.869,29.0,29.0,0.0,203.2,141.0,21.0,36.0,265.0
8,No,0,AL17,Batter,1,AL,2017,Andrelton Simmons,LAA,60.0,0.0,14%,7.9,158.0,589.0,77.0,164.0,14.0,69.0,19.0,47.0,0.278,0.331,0.421,0.752,,,,,,,,,,,,
9,No,0,AL17,Pitcher,0,AL,2017,Chris Sale,BOS,56.0,0.0,13%,6.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.333,0.333,0.667,1.0,17.0,8.0,2.9,0.97,32.0,32.0,0.0,214.1,165.0,24.0,43.0,308.0
10,No,0,AL17,Batter,1,AL,2017,Nelson Cruz,SEA,44.0,0.0,10%,4.3,155.0,556.0,91.0,160.0,39.0,119.0,1.0,70.0,0.288,0.375,0.549,0.924,,,,,,,,,,,,
11,No,0,AL17,Batter,1,AL,2017,Brian Dozier,MIN,25.0,0.0,6%,4.7,152.0,617.0,106.0,167.0,34.0,93.0,16.0,78.0,0.271,0.359,0.498,0.856,,,,,,,,,,,,
12,No,0,AL17,Batter,1,AL,2017,Jonathan Schoop,BAL,19.0,0.0,5%,6.5,160.0,622.0,92.0,182.0,32.0,105.0,1.0,35.0,0.293,0.338,0.503,0.841,,,,,,,,,,,,
13,No,0,AL17,Batter,1,AL,2017,George Springer,HOU,17.0,0.0,4%,5.0,140.0,548.0,112.0,155.0,34.0,85.0,5.0,64.0,0.283,0.367,0.522,0.889,,,,,,,,,,,,
14,No,0,AL17,Batter,1,AL,2017,José Abreu,CHW,16.0,0.0,4%,4.9,156.0,621.0,95.0,189.0,33.0,102.0,3.0,35.0,0.304,0.354,0.552,0.906,,,,,,,,,,,,
15,No,0,AL17,Batter,1,AL,2017,Eric Hosmer,KCR,16.0,0.0,4%,4.3,162.0,603.0,98.0,192.0,25.0,94.0,6.0,66.0,0.318,0.385,0.498,0.882,,,,,,,,,,,,
16,No,0,AL17,Batter,1,AL,2017,Justin Upton,TOT,12.0,0.0,3%,5.7,152.0,557.0,100.0,152.0,35.0,109.0,14.0,74.0,0.273,0.361,0.54,0.901,,,,,,,,,,,,
17,No,0,AL17,Batter,1,AL,2017,Carlos Correa,HOU,9.0,0.0,2%,6.7,109.0,422.0,82.0,133.0,24.0,84.0,2.0,53.0,0.315,0.391,0.55,0.941,,,,,,,,,,,,
18,No,0,AL17,Batter,1,AL,2017,Byron Buxton,MIN,7.0,0.0,2%,4.9,140.0,462.0,69.0,117.0,16.0,51.0,29.0,38.0,0.253,0.314,0.413,0.728,,,,,,,,,,,,
19,No,0,AL17,Batter,1,AL,2017,Marwin González,HOU,6.0,0.0,1%,3.9,134.0,455.0,67.0,138.0,23.0,90.0,8.0,49.0,0.303,0.377,0.53,0.907,,,,,,,,,,,,
20,No,0,AL17,Batter,1,AL,2017,Edwin Encarnación,CLE,4.0,0.0,1%,2.8,157.0,554.0,96.0,143.0,38.0,107.0,2.0,104.0,0.258,0.377,0.504,0.881,,,,,,,,,,,,
21,No,0,AL17,Batter,1,AL,2017,Didi Gregorius,NYY,4.0,0.0,1%,4.5,136.0,534.0,73.0,153.0,25.0,87.0,3.0,25.0,0.287,0.318,0.478,0.796,,,,,,,,,,,,
22,No,0,AL17,Batter,1,AL,2017,Khris Davis,OAK,1.0,0.0,0%,2.7,153.0,566.0,91.0,140.0,43.0,110.0,4.0,73.0,0.247,0.336,0.528,0.864,,,,,,,,,,,,
23,No,0,AL17,Batter,1,AL,2017,Josh Donaldson,TOR,1.0,0.0,0%,4.6,113.0,415.0,65.0,112.0,33.0,78.0,2.0,76.0,0.27,0.385,0.559,0.944,,,,,,,,,,,,
24,No,0,AL17,Batter,1,AL,2017,Gary Sánchez,NYY,1.0,0.0,0%,4.0,122.0,471.0,79.0,131.0,33.0,90.0,2.0,40.0,0.278,0.345,0.531,0.876,,,,,,,,,,,,
1,Yes,1,NL17,Batter,1,NL,2017,Giancarlo Stanton,MIA,302.0,10.0,72%,7.9,159.0,597.0,123.0,168.0,59.0,132.0,2.0,85.0,0.281,0.376,0.631,1.007,,,,,,,,,,,,
2,No,0,NL17,Batter,1,NL,2017,Joey Votto,CIN,300.0,10.0,71%,8.1,162.0,559.0,106.0,179.0,36.0,100.0,5.0,134.0,0.32,0.454,0.578,1.032,,,,,,,,,,,,
3,No,0,NL17,Batter,1,NL,2017,Paul Goldschmidt,ARI,239.0,4.0,57%,6.3,155.0,558.0,117.0,166.0,36.0,120.0,18.0,94.0,0.297,0.404,0.563,0.966,,,,,,,,,,,,
4,No,0,NL17,Batter,1,NL,2017,Nolan Arenado,COL,229.0,2.0,55%,6.7,159.0,606.0,100.0,187.0,37.0,130.0,3.0,62.0,0.309,0.373,0.586,0.959,,,,,,,,,,,,
5,No,0,NL17,Batter,1,NL,2017,Charlie Blackmon,COL,205.0,3.0,49%,5.5,159.0,644.0,137.0,213.0,37.0,104.0,14.0,65.0,0.331,0.399,0.601,1.0,,,,,,,,,,,,
6,No,0,NL17,Batter,1,NL,2017,Anthony Rendon,WSN,141.0,0.0,34%,6.1,147.0,508.0,81.0,153.0,25.0,100.0,7.0,84.0,0.301,0.403,0.533,0.937,,,,,,,,,,,,
7,No,0,NL17,Batter,1,NL,2017,Kris Bryant,CHC,132.0,1.0,31%,5.7,151.0,549.0,111.0,162.0,29.0,73.0,7.0,95.0,0.295,0.409,0.537,0.946,,,,,,,,,,,,
8,No,0,NL17,Batter,1,NL,2017,Justin Turner,LAD,43.0,0.0,10%,5.6,130.0,457.0,72.0,147.0,21.0,71.0,7.0,59.0,0.322,0.415,0.53,0.945,,,,,,,,,,,,
9,No,0,NL17,Batter,1,NL,2017,Cody Bellinger,LAD,38.0,0.0,9%,3.9,132.0,480.0,87.0,128.0,39.0,97.0,10.0,64.0,0.267,0.352,0.581,0.933,,,,,,,,,,,,
10,No,0,NL17,Pitcher,0,NL,2017,Max Scherzer,WSN,34.0,0.0,8%,7.5,30.0,62.0,4.0,10.0,1.0,5.0,0.0,4.0,0.161,0.212,0.21,0.422,16.0,6.0,2.51,0.902,31.0,31.0,0.0,200.2,126.0,22.0,55.0,268.0
11,No,0,NL17,Batter,1,NL,2017,Tommy Pham,STL,24.0,0.0,6%,6.2,128.0,444.0,95.0,136.0,23.0,73.0,25.0,71.0,0.306,0.411,0.52,0.931,,,,,,,,,,,,
12,No,0,NL17,Batter,1,NL,2017,Bryce Harper,WSN,21.0,0.0,5%,4.8,111.0,420.0,95.0,134.0,29.0,87.0,4.0,68.0,0.319,0.413,0.595,1.008,,,,,,,,,,,,
13,No,0,NL17,Batter,1,NL,2017,Anthony Rizzo,CHC,17.0,0.0,4%,4.5,157.0,572.0,99.0,156.0,32.0,109.0,10.0,91.0,0.273,0.392,0.507,0.899,,,,,,,,,,,,
14,No,0,NL17,Batter,1,NL,2017,J.D. Martinez,ARI,11.0,0.0,3%,2.4,62.0,232.0,47.0,70.0,29.0,65.0,2.0,24.0,0.302,0.366,0.741,1.107,,,,,,,,,,,,
15,No,0,NL17,Pitcher,0,NL,2017,Kenley Jansen,LAD,8.0,0.0,2%,3.1,59.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.5,0.5,0.75,1.25,5.0,0.0,1.32,0.746,65.0,0.0,41.0,68.1,44.0,5.0,7.0,109.0
16,No,0,NL17,Batter,1,NL,2017,Marcell Ozuna,MIA,8.0,0.0,2%,5.6,159.0,613.0,93.0,191.0,37.0,124.0,1.0,64.0,0.312,0.376,0.548,0.924,,,,,,,,,,,,
17,No,0,NL17,Pitcher,0,NL,2017,Clayton Kershaw,LAD,6.0,0.0,1%,5.3,24.0,49.0,6.0,9.0,0.0,2.0,0.0,4.0,0.184,0.245,0.204,0.449,18.0,4.0,2.31,0.949,27.0,27.0,0.0,175.0,136.0,23.0,30.0,202.0
18,No,0,NL17,Batter,1,NL,2017,Corey Seager,LAD,6.0,0.0,1%,5.3,145.0,539.0,85.0,159.0,22.0,77.0,4.0,67.0,0.295,0.375,0.479,0.854,,,,,,,,,,,,
19,No,0,NL17,Batter,1,NL,2017,Daniel Murphy,WSN,3.0,0.0,1%,3.3,144.0,534.0,94.0,172.0,23.0,93.0,2.0,52.0,0.322,0.384,0.543,0.928,,,,,,,,,,,,
20,No,0,NL17,Pitcher,0,NL,2017,Archie Bradley,ARI,1.0,0.0,0%,3.6,60.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.25,0.25,0.25,0.5,3.0,3.0,1.73,1.041,63.0,0.0,1.0,73.0,55.0,4.0,21.0,79.0
21,No,0,NL17,Pitcher,0,NL,2017,Zack Greinke,ARI,1.0,0.0,0%,6.0,30.0,62.0,4.0,13.0,0.0,4.0,0.0,2.0,0.21,0.246,0.274,0.52,17.0,7.0,3.2,1.072,32.0,32.0,0.0,202.1,172.0,25.0,45.0,215.0
22,No,0,NL17,Batter,1,NL,2017,Ryan Zimmerman,WSN,1.0,0.0,0%,2.6,144.0,524.0,90.0,159.0,36.0,108.0,1.0,44.0,0.303,0.358,0.573,0.93,,,,,,,,,,,,
1,Yes,1,AL18,Batter,1,AL,2018,Mookie Betts,BOS,410.0,28.0,98%,10.7,136.0,520.0,129.0,180.0,32.0,80.0,30.0,81.0,0.346,0.438,0.64,1.078,,,,,,,,,,,,
2,No,0,AL18,Batter,1,AL,2018,Mike Trout,LAA,265.0,1.0,63%,9.9,140.0,471.0,101.0,147.0,39.0,79.0,24.0,122.0,0.312,0.46,0.628,1.088,,,,,,,,,,,,
3,No,0,AL18,Batter,1,AL,2018,José Ramírez,CLE,208.0,0.0,50%,7.5,157.0,578.0,110.0,156.0,39.0,105.0,34.0,106.0,0.27,0.387,0.552,0.939,,,,,,,,,,,,
4,No,0,AL18,Batter,1,AL,2018,J.D. Martinez,BOS,198.0,1.0,47%,6.7,150.0,569.0,111.0,188.0,43.0,130.0,6.0,69.0,0.33,0.402,0.629,1.031,,,,,,,,,,,,
5,No,0,AL18,Batter,1,AL,2018,Alex Bregman,HOU,192.0,0.0,46%,7.9,157.0,594.0,105.0,170.0,31.0,103.0,10.0,96.0,0.286,0.394,0.532,0.926,,,,,,,,,,,,
6,No,0,AL18,Batter,1,AL,2018,Francisco Lindor,CLE,169.0,0.0,40%,7.2,158.0,661.0,129.0,183.0,38.0,92.0,25.0,70.0,0.277,0.352,0.519,0.871,,,,,,,,,,,,
7,No,0,AL18,Batter,1,AL,2018,Matt Chapman,OAK,141.0,0.0,34%,7.6,145.0,547.0,100.0,152.0,24.0,68.0,1.0,58.0,0.278,0.356,0.508,0.864,,,,,,,,,,,,
8,No,0,AL18,Batter,1,AL,2018,Khris Davis,OAK,41.0,0.0,10%,2.9,151.0,576.0,98.0,142.0,48.0,123.0,0.0,59.0,0.247,0.326,0.549,0.874,,,,,,,,,,,,
9,No,0,AL18,Pitcher,0,AL,2018,Blake Snell,TBR,38.0,0.0,9%,7.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.667,0.0,0.667,21.0,5.0,1.89,0.974,31.0,31.0,0.0,180.2,112.0,16.0,64.0,221.0
10,No,0,AL18,Pitcher,0,AL,2018,Justin Verlander,HOU,26.0,0.0,6%,6.3,2.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,16.0,9.0,2.52,0.902,34.0,34.0,0.0,214.0,156.0,28.0,37.0,290.0
11,No,0,AL18,Batter,1,AL,2018,Mitch Haniger,SEA,16.0,0.0,4%,6.5,157.0,596.0,90.0,170.0,26.0,93.0,8.0,70.0,0.285,0.366,0.493,0.859,,,,,,,,,,,,
12,No,0,AL18,Batter,1,AL,2018,Aaron Judge,NYY,10.0,0.0,2%,5.9,112.0,413.0,77.0,115.0,27.0,67.0,6.0,76.0,0.278,0.392,0.528,0.919,,,,,,,,,,,,
13,No,0,AL18,Batter,1,AL,2018,Jose Altuve,HOU,9.0,0.0,2%,5.1,137.0,534.0,84.0,169.0,13.0,61.0,17.0,55.0,0.316,0.386,0.451,0.837,,,,,,,,,,,,
14,No,0,AL18,Batter,1,AL,2018,Xander Bogaerts,BOS,9.0,0.0,2%,4.9,136.0,513.0,72.0,148.0,23.0,103.0,8.0,55.0,0.288,0.36,0.522,0.883,,,,,,,,,,,,
15,No,0,AL18,Batter,1,AL,2018,Andrelton Simmons,LAA,7.0,0.0,2%,5.7,146.0,554.0,68.0,162.0,11.0,75.0,10.0,35.0,0.292,0.337,0.417,0.754,,,,,,,,,,,,
16,No,0,AL18,Pitcher,0,AL,2018,Blake Treinen,OAK,7.0,0.0,2%,4.4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,9.0,2.0,0.78,0.834,68.0,0.0,38.0,80.1,46.0,2.0,21.0,100.0
17,No,0,AL18,Batter,1,AL,2018,Whit Merrifield,KCR,6.0,0.0,1%,4.5,158.0,632.0,88.0,192.0,12.0,60.0,45.0,61.0,0.304,0.367,0.438,0.806,,,,,,,,,,,,
18,No,0,AL18,Pitcher,0,AL,2018,Edwin Díaz,SEA,5.0,0.0,1%,3.1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,4.0,1.96,0.791,73.0,0.0,57.0,73.1,41.0,5.0,17.0,124.0
19,No,0,AL18,Batter,1,AL,2018,Giancarlo Stanton,NYY,4.0,0.0,1%,4.4,158.0,617.0,102.0,164.0,38.0,100.0,5.0,70.0,0.266,0.343,0.509,0.852,,,,,,,,,,,,
20,No,0,AL18,Batter,1,AL,2018,Didi Gregorius,NYY,3.0,0.0,1%,4.9,134.0,504.0,89.0,135.0,27.0,86.0,10.0,48.0,0.268,0.335,0.494,0.829,,,,,,,,,,,,
21,No,0,AL18,Batter,1,AL,2018,Jed Lowrie,OAK,3.0,0.0,1%,4.0,157.0,596.0,78.0,159.0,23.0,99.0,0.0,78.0,0.267,0.353,0.448,0.801,,,,,,,,,,,,
22,No,0,AL18,Pitcher,0,AL,2018,Trevor Bauer,CLE,1.0,0.0,0%,6.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,2.21,1.089,28.0,27.0,1.0,175.1,134.0,9.0,57.0,221.0
23,No,0,AL18,Batter,1,AL,2018,Aaron Hicks,NYY,1.0,0.0,0%,4.4,137.0,480.0,90.0,119.0,27.0,79.0,11.0,90.0,0.248,0.366,0.467,0.833,,,,,,,,,,,,
24,No,0,AL18,Pitcher,0,AL,2018,Chris Sale,BOS,1.0,0.0,0%,6.4,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,2.11,0.861,27.0,27.0,0.0,158.0,102.0,11.0,34.0,237.0
1,Yes,1,NL18,Batter,1,NL,2018,Christian Yelich,MIL,415.0,29.0,99%,7.3,147.0,574.0,118.0,187.0,36.0,110.0,22.0,68.0,0.326,0.402,0.598,1.0,,,,,,,,,,,,
2,No,0,NL18,Batter,1,NL,2018,Javier Báez,CHC,250.0,0.0,60%,6.4,160.0,606.0,101.0,176.0,34.0,111.0,21.0,29.0,0.29,0.326,0.554,0.881,,,,,,,,,,,,
3,No,0,NL18,Batter,1,NL,2018,Nolan Arenado,COL,203.0,0.0,48%,6.4,156.0,590.0,104.0,175.0,38.0,110.0,2.0,73.0,0.297,0.374,0.561,0.935,,,,,,,,,,,,
4,No,0,NL18,Batter,1,NL,2018,Freddie Freeman,ATL,174.0,0.0,41%,5.5,162.0,618.0,94.0,191.0,23.0,98.0,10.0,76.0,0.309,0.388,0.505,0.892,,,,,,,,,,,,
5,No,0,NL18,Pitcher,0,NL,2018,Jacob deGrom,NYM,141.0,1.0,34%,9.9,30.0,67.0,1.0,11.0,0.0,5.0,0.0,4.0,0.164,0.211,0.179,0.39,10.0,9.0,1.7,0.912,32.0,32.0,0.0,217.0,152.0,10.0,46.0,269.0
6,No,0,NL18,Batter,1,NL,2018,Paul Goldschmidt,ARI,115.0,0.0,27%,5.5,158.0,593.0,95.0,172.0,33.0,83.0,7.0,90.0,0.29,0.389,0.533,0.922,,,,,,,,,,,,
7,No,0,NL18,Batter,1,NL,2018,Lorenzo Cain,MIL,109.0,0.0,26%,6.9,141.0,539.0,90.0,166.0,10.0,38.0,30.0,71.0,0.308,0.395,0.417,0.813,,,,,,,,,,,,
8,No,0,NL18,Batter,1,NL,2018,Trevor Story,COL,108.0,0.0,26%,6.2,157.0,598.0,88.0,174.0,37.0,108.0,27.0,47.0,0.291,0.348,0.567,0.914,,,,,,,,,,,,
9,No,0,NL18,Batter,1,NL,2018,Matt Carpenter,STL,105.0,0.0,25%,4.4,156.0,564.0,111.0,145.0,36.0,81.0,4.0,102.0,0.257,0.374,0.523,0.897,,,,,,,,,,,,
10,No,0,NL18,Pitcher,0,NL,2018,Max Scherzer,WSN,59.0,0.0,14%,8.7,32.0,70.0,8.0,17.0,0.0,6.0,1.0,1.0,0.243,0.274,0.271,0.545,18.0,7.0,2.53,0.911,33.0,33.0,0.0,220.2,150.0,23.0,51.0,300.0
11,No,0,NL18,Batter,1,NL,2018,Anthony Rendon,WSN,21.0,0.0,5%,5.1,136.0,529.0,88.0,163.0,24.0,92.0,2.0,55.0,0.308,0.374,0.535,0.909,,,,,,,,,,,,
12,No,0,NL18,Batter,1,NL,2018,Ronald Acuña Jr.,ATL,19.0,0.0,5%,3.9,111.0,433.0,78.0,127.0,26.0,64.0,16.0,45.0,0.293,0.366,0.552,0.917,,,,,,,,,,,,
13,No,0,NL18,Pitcher,0,NL,2018,Aaron Nola,PHI,16.0,0.0,4%,9.2,32.0,62.0,0.0,3.0,0.0,4.0,0.0,1.0,0.048,0.063,0.065,0.128,17.0,6.0,2.37,0.975,33.0,33.0,0.0,212.1,149.0,17.0,58.0,224.0
14,No,0,NL18,Batter,1,NL,2018,Justin Turner,LAD,10.0,0.0,2%,4.7,103.0,365.0,62.0,114.0,14.0,52.0,2.0,47.0,0.312,0.406,0.518,0.924,,,,,,,,,,,,
15,No,0,NL18,Batter,1,NL,2018,Max Muncy,LAD,8.0,0.0,2%,4.3,137.0,395.0,75.0,104.0,35.0,79.0,3.0,79.0,0.263,0.391,0.582,0.973,,,,,,,,,,,,
16,No,0,NL18,Batter,1,NL,2018,Jesús Aguilar,MIL,7.0,0.0,2%,3.4,149.0,492.0,80.0,135.0,35.0,108.0,0.0,58.0,0.274,0.352,0.539,0.89,,,,,,,,,,,,
17,No,0,NL18,Pitcher,0,NL,2018,Anthony Rizzo,CHC,6.0,0.0,1%,3.1,153.0,566.0,74.0,160.0,25.0,101.0,6.0,70.0,0.283,0.376,0.47,0.846,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
18,No,0,NL18,Batter,1,NL,2018,Nick Markakis,ATL,2.0,0.0,0%,2.6,162.0,623.0,78.0,185.0,14.0,93.0,1.0,72.0,0.297,0.366,0.44,0.806,,,,,,,,,,,,
19,No,0,NL18,Batter,1,NL,2018,Eugenio Suárez,CIN,2.0,0.0,0%,4.0,143.0,527.0,79.0,149.0,34.0,104.0,1.0,64.0,0.283,0.366,0.526,0.892,,,,,,,,,,,,
1,Yes,1,AL19,Batter,1,AL,2019,Mike Trout,LAA,355.0,17.0,85%,7.9,134.0,470.0,110.0,137.0,45.0,104.0,11.0,110.0,0.291,0.438,0.645,1.083,,,,,,,,,,,,
2,No,0,AL19,Batter,1,AL,2019,Alex Bregman,HOU,335.0,13.0,80%,8.9,156.0,554.0,122.0,164.0,41.0,112.0,5.0,119.0,0.296,0.423,0.592,1.015,,,,,,,,,,,,
3,No,0,AL19,Batter,1,AL,2019,Marcus Semien,OAK,228.0,0.0,54%,8.5,162.0,657.0,123.0,187.0,33.0,92.0,10.0,87.0,0.285,0.369,0.522,0.892,,,,,,,,,,,,
4,No,0,AL19,Batter,1,AL,2019,DJ LeMahieu,NYY,178.0,0.0,42%,5.6,145.0,602.0,109.0,197.0,26.0,102.0,5.0,46.0,0.327,0.375,0.518,0.893,,,,,,,,,,,,
5,No,0,AL19,Batter,1,AL,2019,Xander Bogaerts,BOS,147.0,0.0,35%,6.3,155.0,614.0,110.0,190.0,33.0,117.0,4.0,76.0,0.309,0.384,0.555,0.939,,,,,,,,,,,,
6,No,0,AL19,Batter,1,AL,2019,Matt Chapman,OAK,89.0,0.0,21%,7.8,156.0,583.0,102.0,145.0,36.0,91.0,1.0,73.0,0.249,0.342,0.506,0.848,,,,,,,,,,,,
7,No,0,AL19,Batter,1,AL,2019,George Springer,HOU,69.0,0.0,16%,6.4,122.0,479.0,96.0,140.0,39.0,96.0,6.0,67.0,0.292,0.383,0.591,0.974,,,,,,,,,,,,
8,No,0,AL19,Batter,1,AL,2019,Mookie Betts,BOS,67.0,0.0,16%,7.3,150.0,597.0,135.0,176.0,29.0,80.0,16.0,97.0,0.295,0.391,0.524,0.915,,,,,,,,,,,,
9,No,0,AL19,Batter,1,AL,2019,Nelson Cruz,MIN,62.0,0.0,15%,4.4,120.0,454.0,81.0,141.0,41.0,108.0,0.0,56.0,0.311,0.392,0.639,1.031,,,,,,,,,,,,
10,No,0,AL19,Pitcher,0,AL,2019,Gerrit Cole,HOU,61.0,0.0,15%,6.5,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5.0,2.5,0.895,33.0,33.0,0.0,212.1,142.0,29.0,48.0,326.0
11,No,0,AL19,Pitcher,0,AL,2019,Justin Verlander,HOU,56.0,0.0,13%,7.3,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,6.0,2.58,0.803,34.0,34.0,0.0,223.0,137.0,36.0,42.0,300.0
12,No,0,AL19,Batter,1,AL,2019,Rafael Devers,BOS,40.0,0.0,10%,5.4,156.0,647.0,129.0,201.0,32.0,115.0,8.0,48.0,0.311,0.361,0.555,0.916,,,,,,,,,,,,
